acct_id,cust_initials,txn_date,txn_amount,merchant_category,merchant_zip,txn_type,balance_after
1100-0657-2221,RM,2024-07-16,2957.24,Utilities,26733,debit,45803.65
2467-6576-3911,VM,2024-09-01,1724.21,Entertainment,65723,transfer,18141.93
5977-5588-4669,EB,2024-01-09,2992.59,Gas Station,74956,transfer,596.4
8906-4342-5222,XU,2024-10-13,10.19,Restaurant,96641,transfer,13922.13
1373-8093-4804,IQ,2024-10-17,1661.13,Entertainment,90043,transfer,36948.74
8721-1451-0159,HQ,2024-01-15,2143.6,Restaurant,29611,payment,2590.36
4431-7043-0474,YQ,2024-07-12,3884.2,Utilities,17798,payment,31421.85
1372-5278-9657,JG,2024-04-04,681.09,Utilities,37226,transfer,7147.11
4288-9692-5766,SM,2024-09-15,2582.91,Utilities,87636,payment,19534.68
7773-2812-9667,YV,2024-01-10,3991.92,Gas Station,07340,debit,43678.36
0202-5427-8802,YH,2024-06-28,3370.65,Utilities,70242,debit,21416.55
2739-9380-2642,PL,2024-09-04,4474.03,Healthcare,28532,credit,32936.71
4309-8814-2848,YQ,2024-10-12,2159.32,Healthcare,30648,credit,7292.86
7446-4533-2488,KB,2024-01-06,725.5,Healthcare,30018,credit,46107.61
1130-2791-2459,RJ,2024-09-28,2497.89,Travel,16396,transfer,33258.38
5444-4104-5434,RU,2024-03-29,1824.96,Entertainment,89116,debit,16939.52
6071-4208-2919,AX,2024-06-03,1662.44,Healthcare,52956,transfer,49890.32
7538-0956-0397,RG,2024-09-18,1723.51,Entertainment,32059,payment,35655.62
5336-1044-3725,AB,2024-12-29,3728.02,Gas Station,06441,payment,3000.62
2747-2248-7270,WT,2024-12-01,4950.45,Entertainment,38688,debit,625.86
8771-9739-3265,LW,2024-05-31,230.64,Groceries,35474,payment,30506.54
6369-5412-7634,WQ,2024-09-28,4732.67,Online Shopping,14292,credit,5344.89
1644-8107-2843,FK,2024-11-06,4013.27,Utilities,40065,debit,43263.53
0124-2464-2402,UK,2024-12-05,2349.37,Restaurant,20750,transfer,24418.53
7798-7679-6747,VN,2024-08-15,2889.67,Utilities,57159,debit,8147.96
1279-0440-9458,NH,2024-01-01,768.56,Online Shopping,83801,payment,31276.56
8722-3387-2768,TV,2024-03-24,405.49,Travel,41792,credit,44992.35
4755-7577-5876,IA,2024-05-20,2598.71,Entertainment,68065,payment,16434.95
8992-0691-1129,JW,2024-01-17,2135.67,Utilities,80808,debit,8625.08
9198-1498-2162,IQ,2024-02-18,2782.73,Travel,39483,payment,19228.36
2540-8677-5667,ZV,2024-01-06,2958.44,Travel,27025,payment,8274.51
9314-9241-9370,VS,2024-08-02,3934.16,Utilities,25563,credit,10219.89
2495-6411-3731,JH,2024-11-01,604.7,Travel,81791,transfer,32407.72
5346-4672-5597,CH,2024-02-07,2210.67,Entertainment,31110,credit,40879.09
3060-7047-7073,XM,2024-01-05,1279.99,Restaurant,22056,payment,32814.27
2352-5671-3496,OK,2024-05-02,4892.68,Entertainment,55427,debit,48983.75
7929-5986-8783,WY,2024-04-28,3219.87,Gas Station,37993,debit,31523.96
5709-1943-9261,SZ,2024-02-01,66.56,Groceries,27993,debit,28476.91
8555-1524-6838,MP,2024-09-05,4713.58,Travel,01858,payment,24872.1
7189-7892-7416,AN,2024-05-26,194.22,Restaurant,90965,transfer,35212.98
0868-2257-0153,IM,2024-05-24,883.77,Travel,90370,transfer,24293.1
0261-4623-0468,BC,2024-12-09,735.97,Online Shopping,59697,transfer,3504.55
9798-2187-9802,YQ,2024-09-01,1220.45,Utilities,56606,payment,36263.51
8118-7088-6356,JH,2024-05-24,4145.35,Utilities,96575,credit,43861.01
1486-0839-6342,VA,2024-01-15,2503.51,Travel,93008,debit,37851.85
2823-7161-8980,UP,2024-04-25,1954.89,Groceries,58735,debit,1042.34
2440-4530-1656,PU,2024-11-21,2873.38,Entertainment,32705,transfer,28976.75
1772-0634-4636,GY,2024-04-21,824.58,Groceries,69811,credit,1498.62
9944-2439-1774,AF,2024-12-24,4013.31,Online Shopping,63474,payment,24978.25
7481-6614-2796,AF,2024-02-24,3026.72,Utilities,82870,debit,2370.29
9011-9703-3150,YI,2024-08-18,623.99,Online Shopping,98541,credit,43953.36
1841-0526-7834,KI,2024-11-09,4384.7,Online Shopping,05395,credit,2786.3
4165-2222-6089,JV,2024-12-18,1723.33,Entertainment,80268,transfer,2570.01
4568-2357-5852,TD,2024-01-19,1802.58,Gas Station,12097,transfer,26450.96
1578-0102-8429,LB,2024-12-19,4643.22,Entertainment,81384,debit,6154.98
1328-3742-8549,RO,2024-09-20,1698.93,Utilities,01834,payment,29860.98
0062-0815-8109,OA,2024-09-24,97.35,Utilities,77350,payment,40077.26
6930-0083-8519,BS,2024-09-12,377.89,Restaurant,13485,payment,827.68
0444-8932-0249,MV,2024-02-20,2714.26,Groceries,07015,transfer,3393.02
0383-1476-7823,BH,2024-06-17,1510.5,Healthcare,86877,payment,22585.77
6246-3495-7294,AL,2024-05-06,3499.45,Entertainment,44180,payment,21381.97
4704-3785-5817,YC,2024-05-22,4390.44,Restaurant,30319,transfer,29762.38
0754-9222-3066,AT,2024-04-25,609.25,Groceries,28583,credit,555.44
3343-2041-6322,LX,2024-09-06,1364.8,Entertainment,76486,payment,29712.44
2870-2715-1366,PY,2024-08-13,4019.2,Healthcare,18993,transfer,32336.15
3263-0931-6675,PU,2024-12-27,339.2,Groceries,59406,payment,49981.57
6279-7598-3071,AT,2024-11-03,4021.31,Online Shopping,28937,transfer,47622.67
3042-9155-5667,NJ,2024-11-26,4915.33,Online Shopping,92489,payment,5496.67
4988-4471-5552,EO,2024-11-19,1215.23,Healthcare,97867,transfer,31414.33
4773-7705-3439,PJ,2024-11-14,4871.82,Online Shopping,84403,transfer,43911.82
5907-2501-4926,CN,2024-06-19,412.88,Healthcare,86639,payment,10711.32
6048-2293-8360,VY,2024-02-11,4418.98,Travel,01812,debit,2833.99
4198-8633-0131,VO,2024-11-27,3543.46,Travel,31672,payment,14413.16
4941-5364-1227,UP,2024-06-18,2356.28,Healthcare,06007,transfer,38521.75
3216-8624-5556,DM,2024-02-06,949.67,Entertainment,66856,credit,17085.64
3647-8122-6244,FY,2024-04-29,2982.39,Groceries,50020,transfer,1793.17
0380-8167-5716,TL,2024-03-30,4608.28,Healthcare,13063,credit,39665.43
4060-4455-6883,SN,2024-05-19,1151.72,Groceries,08707,credit,37632.81
6326-0905-0238,BQ,2024-11-15,1846.5,Utilities,90582,transfer,10416.65
4162-1748-1824,YR,2024-03-11,4035.11,Entertainment,66154,debit,21386.53
6905-8826-9884,DD,2024-07-06,4997.58,Travel,34409,payment,16062.76
7325-8086-9686,QT,2024-02-15,42.04,Healthcare,71511,transfer,10703.43
0675-4188-7545,MQ,2024-01-17,2737.34,Online Shopping,17661,payment,1129.15
3973-8159-6720,IN,2024-11-26,1293.05,Restaurant,21089,transfer,29875.96
0110-8017-9048,TF,2024-05-15,1627.28,Entertainment,98663,transfer,1066.67
6632-8054-5571,YN,2024-01-06,3503.51,Gas Station,17522,transfer,43201.87
9207-4533-0845,QI,2024-07-15,3992.65,Healthcare,64885,payment,12849.11
4947-3068-3296,ZQ,2024-10-14,315.3,Gas Station,15334,payment,42312.42
2658-7831-2095,EC,2024-12-15,751.05,Travel,38886,debit,1536.61
7621-6263-2822,GH,2024-01-14,1039.95,Travel,09754,payment,27793.53
7442-7492-7023,YI,2024-02-18,1200.83,Travel,01176,debit,22463.57
2191-1903-4295,QV,2024-03-28,4323.01,Groceries,26180,credit,23019.13
5152-5761-5409,FM,2024-05-03,589.19,Healthcare,55492,transfer,44776.11
7951-2897-2229,FT,2024-08-29,815.19,Gas Station,74366,credit,32446.71
8963-2980-6516,KE,2024-05-05,998.43,Groceries,08234,debit,46823.6
4593-3924-8715,EU,2024-12-21,578.49,Gas Station,10066,payment,28367.03
3653-1494-0123,VX,2024-06-01,1829.49,Restaurant,17892,debit,7430.07
5466-1845-2453,OF,2024-04-11,2596.16,Restaurant,20820,transfer,10527.47
2811-5871-2330,XN,2024-11-06,1669.29,Restaurant,62804,debit,31844.46
5657-3649-2771,QT,2024-09-25,2248.84,Online Shopping,90624,payment,46500.62
9684-7464-4337,CF,2024-05-25,2785.43,Utilities,51937,debit,35064.1
8661-9121-4377,TO,2024-06-06,2379.2,Travel,81103,debit,19200.85
0876-3537-1036,VP,2024-04-23,2657.96,Travel,67913,transfer,23550.28
1070-4708-6773,IX,2024-06-29,236.85,Utilities,62856,transfer,37220.18
2904-4088-6419,QG,2024-07-30,2484.97,Restaurant,68999,transfer,30475.81
2718-6681-1139,DS,2024-08-26,1949.67,Travel,73160,credit,44600.58
4194-6492-6044,XU,2024-07-17,3645.83,Groceries,42794,transfer,25406.66
9968-1892-2393,UI,2024-03-21,1804.01,Entertainment,09290,credit,6739.53
4984-4232-9713,YG,2024-06-20,3826.62,Utilities,95038,debit,36989.47
6453-3730-1190,IK,2024-03-27,4651.94,Restaurant,60312,debit,15401.85
8226-6109-2012,HU,2024-07-12,1124.6,Restaurant,76773,debit,8783.26
8537-6098-6740,ZU,2024-07-29,1022.52,Groceries,41053,debit,46268.26
3112-5046-3113,JV,2024-06-08,1097.3,Restaurant,31080,transfer,40526.89
6514-3294-4798,HC,2024-07-07,992.5,Healthcare,37146,transfer,46014.98
4454-6408-4353,II,2024-06-07,4779.0,Utilities,95572,debit,16919.46
9285-2944-8545,BV,2024-01-10,1169.1,Online Shopping,88229,transfer,33673.08
1726-5588-4962,EB,2024-01-08,573.51,Restaurant,09438,debit,8254.82
0121-4742-1610,JJ,2024-06-17,3141.33,Gas Station,71717,transfer,36507.49
7993-5381-0715,ZE,2024-04-28,169.75,Restaurant,53726,credit,34661.13
9305-7165-6918,US,2024-08-22,4759.91,Online Shopping,65933,transfer,3105.47
5303-6921-4985,WX,2024-10-04,3415.15,Groceries,82905,transfer,11280.13
4528-5438-7291,FH,2024-01-20,4856.92,Online Shopping,38221,debit,10457.22
7935-5584-0069,FH,2024-06-22,491.35,Online Shopping,53032,debit,33662.58
4135-6796-4462,ER,2024-12-26,1958.58,Gas Station,45066,credit,47917.91
1042-3404-3821,EJ,2024-10-20,3854.62,Restaurant,99538,transfer,28247.26
5221-3204-1101,FS,2024-06-03,3215.65,Healthcare,66882,transfer,30854.63
5509-1784-2487,KT,2024-05-06,2863.66,Entertainment,32272,credit,26629.46
0388-4708-4641,KW,2024-06-08,2197.7,Utilities,72615,payment,32168.09
4606-5589-4202,MB,2024-04-24,4184.67,Groceries,36531,debit,40865.19
4065-6302-0942,SW,2024-08-24,596.77,Travel,04143,payment,11885.91
9879-0330-1757,KX,2024-12-06,947.48,Restaurant,52521,transfer,39231.02
7794-9364-0893,XJ,2024-03-19,2432.69,Online Shopping,61512,debit,6716.5
8142-0370-0311,KO,2024-04-27,1072.43,Gas Station,36698,transfer,42620.35
9114-2109-5231,CS,2024-09-11,776.92,Online Shopping,13549,transfer,13659.21
1761-7148-7310,EH,2024-12-07,4184.33,Gas Station,47274,payment,25665.15
0885-1927-5624,KE,2024-03-01,1066.41,Travel,88578,credit,5317.96
6881-5846-3155,GY,2024-05-15,2882.48,Groceries,25027,credit,28701.99
9611-7515-0510,PY,2024-06-08,1128.9,Groceries,60516,credit,24658.91
4393-3183-5880,GF,2024-02-23,3144.98,Entertainment,01577,credit,1324.92
9520-9007-3561,PV,2024-02-04,694.35,Entertainment,97422,payment,41204.26
4045-4092-8554,YU,2024-02-18,121.69,Entertainment,36178,transfer,4755.04
5237-0029-3909,JB,2024-10-12,2294.37,Online Shopping,34517,credit,5753.44
2895-4996-3769,LR,2024-08-19,3571.74,Online Shopping,22063,payment,13990.33
8382-4492-6031,KM,2024-05-23,2935.29,Travel,54438,payment,6528.31
1452-7430-2746,EN,2024-05-11,2350.68,Travel,81088,transfer,12611.98
0086-8973-7542,CG,2024-12-09,291.65,Healthcare,18435,transfer,21999.69
8321-7327-7574,AL,2024-03-30,1039.21,Entertainment,27996,credit,43798.01
6287-6887-4469,CL,2024-10-25,3187.98,Restaurant,71669,debit,49093.58
6574-4387-5384,AP,2024-03-31,3408.15,Online Shopping,12299,transfer,9852.24
6253-5550-5492,AM,2024-12-05,3976.11,Healthcare,95717,payment,38736.2
6982-8864-8978,UV,2024-01-03,1243.58,Online Shopping,48338,payment,37962.96
2200-9676-8395,NZ,2024-12-12,4681.53,Groceries,80042,credit,33716.41
9050-2023-1154,TU,2024-03-31,4389.8,Travel,48592,credit,11517.72
1484-3292-6652,JN,2024-08-25,1325.11,Entertainment,62362,credit,14868.36
6298-3747-6842,RK,2024-08-09,108.25,Healthcare,16291,credit,8164.81
1777-2732-7754,ND,2024-08-16,4310.39,Gas Station,74403,payment,47584.26
9545-9854-5151,EX,2024-08-28,3142.76,Healthcare,88291,payment,30100.68
4029-5499-7031,CX,2024-08-03,412.44,Entertainment,05392,payment,31506.98
8614-6786-1352,SN,2024-04-04,1341.65,Utilities,90570,payment,41070.99
4835-6441-4525,WZ,2024-06-11,2169.51,Restaurant,31564,payment,20320.2
2814-9809-1512,PD,2024-01-05,3422.93,Entertainment,66341,credit,27417.14
4674-3643-3109,NZ,2024-07-10,3327.98,Travel,53450,payment,324.91
3405-3333-1584,WT,2024-07-03,309.26,Gas Station,90676,credit,28380.83
6638-0058-3071,LQ,2024-03-11,2429.76,Restaurant,30437,payment,18602.2
6611-3632-8808,VU,2024-08-03,2189.09,Gas Station,24949,debit,14085.1
6648-0792-3341,WH,2024-09-04,866.3,Entertainment,23472,credit,7586.1
2508-6456-6329,WB,2024-12-26,472.09,Travel,92566,payment,5756.08
8995-4938-3171,EZ,2024-06-30,1439.67,Online Shopping,44867,transfer,42438.0
0776-7747-9122,HW,2024-01-12,3422.07,Groceries,51812,transfer,48513.65
9712-0921-8921,ZP,2024-07-15,87.82,Online Shopping,44536,credit,1776.47
6962-4558-0365,LU,2024-07-03,2759.52,Travel,67356,debit,16366.34
2043-6073-2156,KS,2024-09-02,2711.83,Gas Station,46772,payment,31705.92
0390-4620-7090,FU,2024-04-21,4116.53,Gas Station,86324,payment,26382.52
3611-8959-1441,EJ,2024-05-27,1366.78,Gas Station,17126,payment,35305.52
7942-4396-1736,VD,2024-12-27,1010.48,Utilities,05389,debit,32765.56
7925-9033-9192,NF,2024-05-11,4311.1,Entertainment,47561,credit,28399.54
2828-1362-0901,SV,2024-08-07,1924.17,Online Shopping,83088,debit,23549.96
9370-1650-7216,XO,2024-01-31,2904.62,Entertainment,03831,debit,11007.85
1849-2964-4840,GU,2024-08-08,864.24,Healthcare,63604,credit,373.61
3517-1060-4472,YH,2024-09-18,1031.58,Utilities,90288,credit,20560.12
7096-8568-2911,OI,2024-08-31,55.27,Online Shopping,25190,debit,44775.57
1086-7491-8397,CR,2024-03-16,3037.68,Entertainment,08544,transfer,39513.47
3070-7205-2067,FZ,2024-05-21,2687.17,Healthcare,15951,payment,27888.29
1082-6187-5161,WR,2024-01-13,2469.11,Online Shopping,24907,transfer,563.75
6487-7502-8229,MO,2024-04-09,2907.27,Online Shopping,69788,credit,38215.02
1456-0695-8747,MI,2024-04-01,911.46,Gas Station,06723,debit,24117.23
7612-7397-1660,TS,2024-10-20,900.57,Groceries,37531,credit,42490.27
9890-6891-6294,QT,2024-07-30,664.8,Online Shopping,07204,payment,48176.53
1024-6830-8438,AR,2024-08-03,2890.03,Online Shopping,38568,credit,15521.56
3999-7840-1144,CK,2024-01-30,2498.71,Restaurant,09584,debit,4137.1
6496-6567-8597,DY,2024-06-18,245.29,Utilities,53713,transfer,17840.3
1526-7699-2386,CE,2024-04-08,1989.83,Online Shopping,97632,debit,36281.43
9020-8306-4051,CG,2024-09-13,2188.96,Healthcare,29034,credit,6358.69
9285-7707-8804,UX,2024-05-30,3105.97,Healthcare,99406,payment,35258.93
2053-6126-4661,VJ,2024-09-11,1963.95,Travel,35314,payment,6343.69
3350-4846-3639,WM,2024-06-04,1071.06,Entertainment,71977,payment,44366.58
3566-8004-1016,QD,2024-04-30,2711.69,Entertainment,90463,debit,22898.23
4703-1316-6640,UX,2024-08-05,574.21,Restaurant,45931,credit,46670.6
2293-1118-4523,RH,2024-10-15,1685.11,Gas Station,99647,debit,47447.53
3274-9264-1617,LL,2024-09-01,3997.69,Entertainment,69934,transfer,49846.2
7838-5429-7583,VP,2024-03-14,2530.61,Travel,28987,transfer,12515.01
8913-2791-9321,IV,2024-05-12,842.85,Groceries,13715,transfer,4759.44
8487-0566-5959,SK,2024-12-30,634.93,Travel,59294,debit,39268.54
8181-9824-9107,FX,2024-08-09,96.31,Groceries,47931,transfer,30344.21
3156-1291-7680,BN,2024-01-25,4115.97,Utilities,14260,credit,11907.66
3236-7194-8167,IN,2024-08-17,4665.11,Restaurant,20759,transfer,29006.72
3466-2215-2393,NG,2024-05-18,1032.26,Utilities,98578,debit,359.29
6141-4174-8433,OJ,2024-01-13,1742.13,Entertainment,44718,credit,27892.14
0603-8540-1556,RK,2024-01-20,1014.39,Travel,92297,credit,40446.44
1920-9854-0407,WQ,2024-12-30,1307.22,Entertainment,48956,debit,45443.08
3214-3803-3830,YY,2024-05-11,124.89,Gas Station,23974,transfer,44907.87
4195-4607-1066,KD,2024-07-21,409.66,Gas Station,95300,transfer,27060.4
8213-4922-2189,YG,2024-12-09,1842.58,Travel,37656,credit,42576.67
5993-8447-1333,XO,2024-06-03,4185.79,Groceries,32747,payment,46687.64
2625-5477-2108,ON,2024-10-26,4809.81,Entertainment,88267,transfer,42088.78
1829-5680-9645,LO,2024-08-27,497.01,Travel,83105,credit,2153.65
6291-4164-2295,AB,2024-08-26,4575.82,Entertainment,22658,payment,46270.2
2725-1151-5364,OP,2024-03-16,3027.54,Groceries,31531,debit,11376.69
5133-6079-2252,XI,2024-06-06,3530.77,Restaurant,53587,transfer,49426.57
9297-5805-4982,AX,2024-11-23,3688.49,Groceries,93267,transfer,26862.57
9810-8585-3117,YY,2024-03-22,1391.68,Utilities,80917,credit,18661.12
5503-5559-1369,SC,2024-09-15,2674.16,Utilities,27913,transfer,48176.94
3035-4565-6999,WK,2024-04-05,1263.62,Online Shopping,28918,debit,4986.75
0976-5113-0583,ZM,2024-08-08,4958.98,Groceries,24456,debit,1176.87
3181-9568-1721,JO,2024-10-08,1941.67,Gas Station,56017,payment,24792.21
8981-2054-6840,SE,2024-02-16,2824.4,Gas Station,89487,transfer,156.74
0060-7440-6125,FY,2024-12-05,1362.28,Travel,47734,payment,8317.58
0535-0533-2560,AC,2024-03-22,3382.17,Travel,66633,debit,32364.67
9833-6332-6748,YL,2024-06-14,3386.51,Healthcare,27533,debit,45802.26
5976-9554-1661,BG,2024-10-16,3831.76,Healthcare,90603,transfer,24843.13
6472-1849-4604,XM,2024-05-27,2674.31,Travel,45142,credit,17626.84
7196-9328-4598,WC,2024-10-27,3644.25,Healthcare,40511,payment,12883.86
0165-5562-8493,JX,2024-11-07,640.24,Healthcare,50343,transfer,39255.08
5494-5329-4187,XI,2024-12-29,1708.3,Entertainment,39348,payment,17422.08
5340-9130-8801,VE,2024-05-17,980.97,Gas Station,84993,transfer,34312.86
2246-4485-1680,LJ,2024-10-03,2504.6,Groceries,19467,credit,37908.99
4749-7261-6187,LI,2024-01-07,2920.4,Utilities,61507,transfer,30957.1
3342-8481-6014,IN,2024-01-20,2255.73,Entertainment,42690,credit,37081.37
5605-3809-8286,TK,2024-06-22,4804.75,Gas Station,11448,credit,28996.28
1309-6116-8776,ZO,2024-09-18,1018.04,Restaurant,54659,debit,12521.02
8596-5551-7135,XM,2024-10-28,526.16,Restaurant,33996,transfer,13894.83
2132-2171-3555,DL,2024-04-08,4520.16,Groceries,41445,credit,7268.37
0111-7622-9885,EW,2024-11-29,2680.82,Restaurant,87671,credit,18406.42
8541-9648-0173,TH,2024-04-16,3200.91,Groceries,25795,credit,36362.02
9320-1800-9696,NH,2024-06-04,1570.84,Gas Station,34088,credit,44493.42
8503-5761-5216,WJ,2024-03-01,914.14,Restaurant,43418,debit,15547.54
2715-1752-0056,KX,2024-11-07,2866.54,Online Shopping,76038,transfer,43190.95
1030-6629-8345,IM,2024-01-25,4029.25,Utilities,26617,debit,16186.95
8531-1891-7440,PK,2024-08-22,1564.62,Gas Station,91648,credit,12329.49
8913-6804-2724,CF,2024-05-04,2380.75,Online Shopping,02644,payment,29661.18
8427-5927-2885,OF,2024-02-27,3871.77,Online Shopping,69211,debit,38022.24
8297-4588-1609,EN,2024-02-14,40.36,Gas Station,62730,credit,45148.35
7090-4756-2272,AG,2024-01-25,4441.64,Utilities,71071,transfer,30209.77
9017-1250-0176,FU,2024-03-21,2082.85,Entertainment,75299,credit,32142.25
3862-6273-8675,AU,2024-02-08,573.93,Entertainment,12844,debit,23510.72
7460-8860-7175,WC,2024-07-05,2350.13,Travel,45193,credit,26287.68
4037-9505-2748,OM,2024-06-05,4704.02,Healthcare,01599,transfer,31442.09
3656-5868-9296,PB,2024-03-29,1892.91,Entertainment,19595,payment,7637.75
2647-4093-0149,QC,2024-01-30,4819.63,Gas Station,07980,credit,40998.19
9128-2225-4992,PQ,2024-10-19,1481.89,Gas Station,73751,credit,42550.8
8506-0520-1404,YD,2024-07-15,1550.95,Travel,40806,credit,32117.32
8778-0214-3071,TT,2024-01-05,1543.1,Healthcare,39052,payment,7673.28
0553-8883-9625,RL,2024-10-15,674.15,Travel,53733,payment,6643.21
6496-3440-6757,HM,2024-03-22,2924.98,Groceries,55809,payment,4877.41
7854-2954-3663,XQ,2024-11-06,2058.91,Online Shopping,36305,debit,36812.42
6791-5120-1078,VM,2024-05-24,4182.34,Groceries,33580,transfer,30923.59
6962-6599-4490,AM,2024-12-12,4634.6,Healthcare,35113,credit,46959.26
7663-3370-4004,MM,2024-03-27,180.46,Groceries,64425,payment,16771.31
1079-1629-2691,AU,2024-08-12,3593.62,Restaurant,09864,credit,41628.31
4338-9751-8595,UD,2024-08-04,389.04,Travel,20870,debit,15901.02
0085-4741-8707,ZU,2024-11-30,1123.19,Gas Station,36784,payment,24829.94
9056-5931-5280,ET,2024-01-12,159.22,Online Shopping,91237,credit,47675.39
7738-7704-3082,SB,2024-01-16,542.26,Travel,97489,credit,37419.95
4527-5590-5750,AR,2024-06-23,2668.47,Online Shopping,35607,payment,2885.14
2718-1215-6972,QB,2024-10-24,2343.3,Entertainment,02230,debit,17192.87
6044-3353-8409,YV,2024-01-30,4570.22,Utilities,59087,debit,35856.08
5949-2668-9086,BT,2024-02-05,632.08,Restaurant,08273,credit,14592.04
4960-2055-9650,UK,2024-04-24,4825.25,Groceries,56634,credit,24552.36
7885-2828-6865,QG,2024-06-20,3784.64,Entertainment,74662,transfer,48407.14
8324-2832-9414,XR,2024-04-19,655.61,Utilities,88396,debit,33724.9
6878-7980-7803,UM,2024-06-21,3965.08,Travel,59256,credit,12665.33
6750-3910-4170,RM,2024-09-03,1936.77,Online Shopping,91976,credit,29373.58
3997-7570-8197,CI,2024-03-22,880.46,Groceries,68423,payment,3935.41
7423-3931-6608,VM,2024-01-30,147.27,Online Shopping,89086,debit,13303.85
4068-7434-5254,LH,2024-10-07,4039.02,Groceries,79227,payment,43240.54
8075-4359-4125,FW,2024-09-30,1024.31,Healthcare,77694,credit,17913.31
2938-5206-3392,YH,2024-07-22,798.03,Utilities,83711,payment,2736.82
5299-1336-8925,IJ,2024-08-25,3316.26,Entertainment,87706,transfer,41415.74
5817-3061-4840,KT,2024-12-08,2563.86,Groceries,53793,debit,46080.82
2000-8991-2850,BP,2024-09-24,1460.01,Utilities,31799,transfer,35340.52
2020-6258-2316,KR,2024-07-16,2042.16,Gas Station,12763,payment,36119.43
3857-7171-7716,XK,2024-05-16,1243.69,Healthcare,01095,payment,5160.52
5163-0352-1193,YV,2024-12-09,4485.26,Restaurant,15346,payment,1559.47
5766-3899-8172,KD,2024-08-07,1953.79,Entertainment,23552,transfer,33589.95
6579-3324-9390,LB,2024-06-20,2403.68,Groceries,02116,transfer,8122.61
9946-1691-9360,UN,2024-03-26,2534.39,Gas Station,24596,transfer,11961.23
3124-4136-5039,ZX,2024-09-21,3307.84,Gas Station,50421,credit,20681.94
8115-1789-4737,UI,2024-05-31,2772.07,Healthcare,04776,transfer,28333.83
7043-9060-7509,EX,2024-12-19,3736.17,Groceries,36703,payment,9815.44
9401-0980-9570,ZG,2024-07-19,3829.24,Travel,61974,transfer,18845.15
7067-1402-9349,RV,2024-07-03,3860.39,Healthcare,72858,transfer,48561.65
3129-6696-4345,CX,2024-09-20,3149.82,Groceries,86176,transfer,4197.26
6748-1385-2557,PO,2024-03-30,2676.12,Utilities,50417,transfer,16968.77
1957-0145-4189,XX,2024-03-08,3953.13,Gas Station,86386,debit,29754.3
0238-4610-5675,KG,2024-08-28,1513.69,Travel,30078,transfer,4490.06
5192-3680-6915,OM,2024-03-06,639.03,Online Shopping,02559,debit,4140.39
4925-6366-9420,MZ,2024-10-01,1104.68,Gas Station,59291,credit,561.43
4178-7012-1070,QN,2024-07-13,962.57,Online Shopping,97011,payment,29378.41
6893-9441-2216,GR,2024-09-19,1507.5,Groceries,47783,payment,38544.34
7625-9872-3997,IM,2024-06-18,4335.77,Entertainment,87161,payment,6940.49
7416-2890-7183,ZB,2024-11-16,3929.2,Travel,09809,debit,49567.05
6574-8157-4302,GU,2024-02-14,3281.78,Utilities,29453,transfer,25203.62
5670-4566-1271,JV,2024-03-01,1160.38,Online Shopping,01289,payment,37296.35
8644-1257-5301,VB,2024-12-30,3399.22,Gas Station,15429,payment,48962.42
0152-5492-6838,RK,2024-10-06,3463.87,Travel,72858,debit,21694.48
4186-2485-2652,CQ,2024-12-23,3975.95,Healthcare,11608,debit,23968.8
5143-7270-1792,DX,2024-08-31,3230.0,Gas Station,47604,transfer,26971.17
0544-0113-2206,CR,2024-06-28,3650.84,Healthcare,95337,transfer,9759.84
4508-3889-9515,EY,2024-10-01,3233.7,Online Shopping,50253,transfer,40091.7
0749-4484-7285,RU,2024-01-28,1563.26,Groceries,78201,credit,9817.64
0865-6691-4388,KT,2024-11-21,1637.56,Utilities,58687,credit,17971.7
9320-1163-9373,EY,2024-03-13,2606.65,Entertainment,73187,credit,19884.84
2121-8573-8310,GN,2024-03-25,3989.59,Restaurant,09035,debit,30895.76
2444-9503-2869,ZV,2024-07-10,86.54,Healthcare,07274,debit,38283.18
5803-5263-9496,MQ,2024-07-25,3241.28,Travel,25694,credit,3939.59
1457-0442-9088,WK,2024-08-15,2264.32,Healthcare,66879,debit,18338.63
8238-4403-4087,MV,2024-06-23,3370.71,Restaurant,34132,credit,49203.23
1638-1543-2077,ID,2024-11-02,897.57,Gas Station,20572,debit,13823.79
9814-1611-8750,FH,2024-09-08,3642.29,Healthcare,51518,debit,15021.58
2905-1290-2893,JR,2024-01-19,790.68,Travel,36907,payment,28536.19
2909-1038-4266,IU,2024-06-08,3633.28,Entertainment,69822,credit,15943.65
5121-2668-5388,BC,2024-09-17,3744.6,Utilities,37059,payment,44052.66
8234-2517-0216,WL,2024-11-12,3038.02,Restaurant,95162,credit,45617.48
5678-2469-4289,ZO,2024-05-01,2106.94,Online Shopping,54604,debit,3298.42
9049-2589-7312,ZT,2024-09-16,1640.75,Entertainment,66572,payment,30925.83
9220-2545-5627,CC,2024-01-01,2689.0,Restaurant,01454,transfer,9175.34
8391-1363-8508,HN,2024-07-21,1563.01,Utilities,56499,transfer,37755.98
5736-7597-9539,LL,2024-11-09,614.09,Travel,20682,debit,32751.0
5714-4150-5199,VP,2024-10-03,1895.84,Healthcare,51529,transfer,27883.98
5257-0966-1777,VU,2024-04-07,1222.22,Healthcare,07341,credit,37954.26
3667-8712-1838,ZX,2024-01-26,2862.5,Healthcare,12244,credit,21448.15
7173-6758-5235,CZ,2024-01-16,2341.51,Healthcare,37015,debit,18943.76
